#|num|weight|mean|covariance matrix|
|0|0.00206346266983|393.210532642 -19.0146313991 198.054746344|560.686554486 366.219282434 -81.1894662646 366.219282434 486.97388849 100.189998172 -81.1894662646 100.189998172 879.154806404|
|1|0.00221525180502|368.569517558 19.7606701812 -211.913239485|753.556950522 -167.234283808 179.840408188 -167.234283808 309.372044614 -20.2876829782 179.840408188 -20.2876829782 892.394557206|
|2|0.00301962748631|326.868869513 199.121527402 223.783517749|260.526054809 -245.877054999 278.80627157 -245.877054999 272.109556097 -299.43942052 278.80627157 -299.43942052 499.862783412|
|3|0.0023363335906|303.549829149 -257.176940041 -228.456042996|126.232602509 -26.3363686229 -27.3309834103 -26.3363686229 162.902124409 -85.4274929631 -27.3309834103 -85.4274929631 1027.08019392|
|4|0.00689552081954|428.067586654 287.474491296 129.337511058|111.694933635 -16.2788038146 -39.092306096 -16.2788038146 124.700618036 -17.8553742641 -39.092306096 -17.8553742641 544.965896611|
|5|0.00441829287372|338.327199599 -43.3043188735 201.207751554|420.233424484 -14.7640008914 249.82386272 -14.7640008914 162.774783698 124.210703417 249.82386272 124.210703417 687.539481466|
|6|0.00608732022588|452.493389381 17.5195990099 176.926623201|75.0064422907 -67.6613593856 -39.1257342679 -67.6613593856 205.910939247 51.5885266887 -39.1257342679 51.5885266887 426.360490774|
|7|0.00203527406206|400.889916102 126.734291801 163.273456107|110.297268878 112.552061801 -55.6914384051 112.552061801 359.841409855 -84.9147876153 -55.6914384051 -84.9147876153 250.1263819|
|8|0.00704060564093|438.555699387 10.2725245137 -169.162206203|263.46254214 103.16664135 185.102421707 103.16664135 235.822667262 104.015330637 185.102421707 104.015330637 319.798020863|
|9|0.00705568075528|310.322793185 30.4423750041 -193.786795845|191.569507212 -101.168100625 -47.718519829 -101.168100625 215.852734464 236.127375087 -47.718519829 236.127375087 721.166668778|
|10|0.000136858179092|400.084194673 204.832292927 207.332662431|93.8119491038 149.170016958 -126.559535501 149.170016958 553.317249729 -217.127856706 -126.559535501 -217.127856706 342.847949361|
|11|0.00400001208297|388.909581603 2.4686983767 -256.849355338|159.43679948 -95.749693091 54.0302507439 -95.749693091 365.722225262 -191.295841363 54.0302507439 -191.295841363 308.734712563|
|12|0.00173097042501|407.088209522 -12.4653428457 183.987740337|1055.15631804 1153.92096338 511.1986189 1153.92096338 1324.73279794 627.86723323 511.1986189 627.86723323 514.101234865|
|13|0.00769337201473|400.659331288 -32.038796617 -172.325325021|93.2666653628 53.2669714165 147.985060929 53.2669714165 1130.32134864 131.100828015 147.985060929 131.100828015 332.596950211|
|14|0.00557899382065|298.564888463 -223.537365763 -212.183761684|35.793953352 4.64871508581 -1.79750285275 4.64871508581 96.2737401908 150.642007261 -1.79750285275 150.642007261 1015.99624463|
|15|0.00185472276756|392.279834605 141.257636614 191.201773631|31.9231394553 82.2371793971 39.744834981 82.2371793971 742.953634585 310.46207721 39.744834981 310.46207721 473.128808288|
|16|0.00264646328699|360.869897866 37.5804538717 -212.397927517|672.927225694 -55.8104997306 -62.3465379848 -55.8104997306 153.413073408 6.99439003106 -62.3465379848 6.99439003106 995.451770558|
|17|0.00698630750841|321.357491574 -49.0927980524 203.531193567|437.943264495 -181.344796243 319.298258963 -181.344796243 127.297852124 -163.599081226 319.298258963 -163.599081226 743.974626461|
|18|0.00120343191338|410.980455969 152.503941963 153.64500507|76.2600122956 -24.1731041541 -56.9341686638 -24.1731041541 122.546934617 70.1824140754 -56.9341686638 70.1824140754 189.029523788|
|19|0.00691009067661|415.216757775 43.4179760005 -209.817013446|356.893576038 -194.559609469 251.648645143 -194.559609469 149.005017217 -155.514311866 251.648645143 -155.514311866 874.001850529|
|20|5.53750896759e-05|415.31720819 236.590319962 180.505836217|187.60134558 251.426046331 -322.191184144 251.426046331 709.88077635 -457.487368126 -322.191184144 -457.487368126 745.25793709|
