#|num|weight|mean|covariance matrix|
|0|0.0411367333331|302.252883074 -6.76232518212 25.5956847885|91.5564451004 26.8752523176 16.0720950115 26.8752523176 125.61572969 -52.6256275991 16.0720950115 -52.6256275991 239.166174131|
|1|0.0573623614992|332.357688827 96.7841899495 66.2520857611|98.1817745512 62.4243849743 93.310711275 62.4243849743 269.510165928 -8.3793953248 93.310711275 -8.3793953248 516.432575392|
|2|0.0538307403821|256.102626881 -99.6918966399 62.4300343962|121.305738151 -8.58592837269 -134.631892415 -8.58592837269 104.36107589 26.5597825809 -134.631892415 26.5597825809 466.666215189|
|3|0.0313646603969|324.168187195 93.1723869351 87.2615769358|63.6165468057 -30.8330254311 47.7117077199 -30.8330254311 273.32653604 -10.8893119064 47.7117077199 -10.8893119064 324.963913373|
|4|0.055723614867|328.065271571 67.0336524131 23.7207361771|67.4672760689 -82.3642073142 3.50956876815 -82.3642073142 487.986817129 23.0602348635 3.50956876815 23.0602348635 194.679105155|
|5|0.0465347859494|272.059558482 -67.5066299562 14.7261997305|97.0225553494 151.754921339 7.54279599581 151.754921339 781.971079295 -27.0558992728 7.54279599581 -27.0558992728 83.9188696948|
|6|0.0258753686051|243.461257418 -66.0371176507 57.1857314512|73.9333116103 57.7713714023 -51.0289393073 57.7713714023 184.51651153 -192.692681085 -51.0289393073 -192.692681085 377.657321876|
|7|0.0467726257229|374.919559546 -26.0389227068 41.8354897474|57.9113282855 -20.9840334413 -71.4704692897 -20.9840334413 88.0195947979 62.8086867598 -71.4704692897 62.8086867598 531.94956045|
|8|0.0407357839867|296.393037981 58.3809366243 93.2046605096|187.611552991 104.065624475 -16.0293194004 104.065624475 162.084010965 -73.5671877391 -16.0293194004 -73.5671877391 265.64861617|
|9|0.0240138982387|290.086371141 -36.6452341639 62.6994971881|158.780238682 119.993321316 20.6544663317 119.993321316 230.229513469 46.5777871063 20.6544663317 46.5777871063 182.842618955|
|10|0.0476059816717|337.226082372 44.4878089487 60.5067869485|187.056734086 -121.492264729 -6.11541713162 -121.492264729 175.850204492 34.8284192366 -6.11541713162 34.8284192366 230.26438448|
|11|0.0380618957718|306.769964697 124.161611972 101.802850458|153.083147185 -230.30541699 34.1008932136 -230.30541699 503.737802011 -100.947539883 34.1008932136 -100.947539883 124.697840711|
|12|0.0784273464078|332.651675471 130.708710845 24.7035982003|221.286302073 37.9126695719 59.2270702005 37.9126695719 163.587095803 -54.0315590695 59.2270702005 -54.0315590695 253.290021212|
|13|0.0692140699277|323.461182964 -30.006900681 43.3917073698|106.781318167 -32.8198026948 -106.352334602 -32.8198026948 180.119455768 166.556330364 -106.352334602 166.556330364 587.836717096|
|14|0.0578408664246|270.082166182 24.3755548406 80.4921842285|116.212518782 153.74855781 52.3681031333 153.74855781 517.207279192 -6.95919963 52.3681031333 -6.95919963 264.298552746|
|15|0.0431041990295|268.931081253 -11.7988835898 87.3991083674|126.097750765 193.067861737 46.7545773534 193.067861737 634.015013052 130.413511955 46.7545773534 130.413511955 218.077231478|
|16|0.0791241152158|294.270965946 -42.8163467708 98.1769006976|322.702272005 -6.86037584327 -88.7308595958 -6.86037584327 95.5026080817 -3.29064159397 -88.7308595958 -3.29064159397 269.474871752|
|17|0.0761730728626|333.906931431 48.0742752878 112.807240122|194.229402698 -71.6768421902 -180.849632998 -71.6768421902 136.477895163 64.8910357929 -180.849632998 64.8910357929 477.264306327|
|18|0.0556427399918|277.855258669 -30.0059237225 51.3735606897|213.285322937 153.479197355 170.105685099 153.479197355 259.634017559 208.378355662 170.105685099 208.378355662 463.062189366|
|19|0.0314551397157|253.831424207 -80.4477620695 34.6511681975|139.673348541 -5.23445137301 -121.387447628 -5.23445137301 379.835014708 -76.3879811607 -121.387447628 -76.3879811607 244.262320347|
